ID,agency_id,State,agency_name,NSN,Item Name,Quantity,UI,Acquisition Value,acquisition_total,DEMIL Code,DEMIL IC,Ship Date,total_sworn,acq_per_sworn
1405,190,NC,FRANKLIN COUNTY SHERIFF DEPT,1005-00-726-5655,"PISTOL,CALIBER .45,AUTOMATIC",1,Each,58.71,58.71,D,1,9/20/2006,65,0.903230769
1406,190,NC,FRANKLIN COUNTY SHERIFF DEPT,1005-00-726-5655,"PISTOL,CALIBER .45,AUTOMATIC",1,Each,58.71,58.71,D,1,9/20/2006,65,0.903230769
1407,190,NC,FRANKLIN COUNTY SHERIFF DEPT,1005-00-726-5655,"PISTOL,CALIBER .45,AUTOMATIC",1,Each,58.71,58.71,D,1,9/20/2006,65,0.903230769
1408,190,NC,FRANKLIN COUNTY SHERIFF DEPT,1005-00-726-5655,"PISTOL,CALIBER .45,AUTOMATIC",1,Each,58.71,58.71,D,1,9/20/2006,65,0.903230769
1409,190,NC,FRANKLIN COUNTY SHERIFF DEPT,1005-00-726-5655,"PISTOL,CALIBER .45,AUTOMATIC",1,Each,58.71,58.71,D,1,9/20/2006,65,0.903230769
1410,190,NC,FRANKLIN COUNTY SHERIFF DEPT,1005-00-726-5655,"PISTOL,CALIBER .45,AUTOMATIC",1,Each,58.71,58.71,D,1,9/20/2006,65,0.903230769
1411,190,NC,FRANKLIN COUNTY SHERIFF DEPT,1005-00-726-5655,"PISTOL,CALIBER .45,AUTOMATIC",1,Each,58.71,58.71,D,1,9/20/2006,65,0.903230769
1412,190,NC,FRANKLIN COUNTY SHERIFF DEPT,1005-00-726-5655,"PISTOL,CALIBER .45,AUTOMATIC",1,Each,58.71,58.71,D,1,9/20/2006,65,0.903230769
1938,287,NC,LAURINBURG POLICE DEPT,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,499,499,D,1,9/20/2006,38,13.13157895
1939,287,NC,LAURINBURG POLICE DEPT,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,499,499,D,1,9/20/2006,38,13.13157895
1940,287,NC,LAURINBURG POLICE DEPT,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,499,499,D,1,9/20/2006,38,13.13157895
1941,287,NC,LAURINBURG POLICE DEPT,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,499,499,D,1,9/20/2006,38,13.13157895
1942,287,NC,LAURINBURG POLICE DEPT,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,499,499,D,1,9/20/2006,38,13.13157895
1943,287,NC,LAURINBURG POLICE DEPT,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,499,499,D,1,9/20/2006,38,13.13157895
1944,287,NC,LAURINBURG POLICE DEPT,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,499,499,D,1,9/20/2006,38,13.13157895
2106,324,NC,MAYODAN POLICE DEPT,1005-00-726-5655,"PISTOL,CALIBER .45,AUTOMATIC",1,Each,58.71,58.71,D,1,9/20/2006,12,4.8925
2107,324,NC,MAYODAN POLICE DEPT,1005-00-726-5655,"PISTOL,CALIBER .45,AUTOMATIC",1,Each,58.71,58.71,D,1,9/20/2006,12,4.8925
2108,324,NC,MAYODAN POLICE DEPT,1005-00-726-5655,"PISTOL,CALIBER .45,AUTOMATIC",1,Each,58.71,58.71,D,1,9/20/2006,12,4.8925
2109,324,NC,MAYODAN POLICE DEPT,1005-00-726-5655,"PISTOL,CALIBER .45,AUTOMATIC",1,Each,58.71,58.71,D,1,9/20/2006,12,4.8925
2110,324,NC,MAYODAN POLICE DEPT,1005-00-726-5655,"PISTOL,CALIBER .45,AUTOMATIC",1,Each,58.71,58.71,D,1,9/20/2006,12,4.8925
2111,324,NC,MAYODAN POLICE DEPT,1005-00-726-5655,"PISTOL,CALIBER .45,AUTOMATIC",1,Each,58.71,58.71,D,1,9/20/2006,12,4.8925
2112,324,NC,MAYODAN POLICE DEPT,1005-00-726-5655,"PISTOL,CALIBER .45,AUTOMATIC",1,Each,58.71,58.71,D,1,9/20/2006,12,4.8925
2113,324,NC,MAYODAN POLICE DEPT,1005-00-726-5655,"PISTOL,CALIBER .45,AUTOMATIC",1,Each,58.71,58.71,D,1,9/20/2006,12,4.8925
2114,324,NC,MAYODAN POLICE DEPT,1005-00-726-5655,"PISTOL,CALIBER .45,AUTOMATIC",1,Each,58.71,58.71,D,1,9/20/2006,12,4.8925
2115,324,NC,MAYODAN POLICE DEPT,1005-00-726-5655,"PISTOL,CALIBER .45,AUTOMATIC",1,Each,58.71,58.71,D,1,9/20/2006,12,4.8925
2116,324,NC,MAYODAN POLICE DEPT,1005-00-726-5655,"PISTOL,CALIBER .45,AUTOMATIC",1,Each,58.71,58.71,D,1,9/20/2006,12,4.8925
2289,360,NC,MURPHY POLICE DEPT,1005-00-726-5655,"PISTOL,CALIBER .45,AUTOMATIC",1,Each,58.71,58.71,D,1,9/20/2006,7,8.387142857
2290,360,NC,MURPHY POLICE DEPT,1005-00-726-5655,"PISTOL,CALIBER .45,AUTOMATIC",1,Each,58.71,58.71,D,1,9/20/2006,7,8.387142857
2291,360,NC,MURPHY POLICE DEPT,1005-00-726-5655,"PISTOL,CALIBER .45,AUTOMATIC",1,Each,58.71,58.71,D,1,9/20/2006,7,8.387142857
2292,360,NC,MURPHY POLICE DEPT,1005-00-726-5655,"PISTOL,CALIBER .45,AUTOMATIC",1,Each,58.71,58.71,D,1,9/20/2006,7,8.387142857
2293,360,NC,MURPHY POLICE DEPT,1005-00-726-5655,"PISTOL,CALIBER .45,AUTOMATIC",1,Each,58.71,58.71,D,1,9/20/2006,7,8.387142857
2294,360,NC,MURPHY POLICE DEPT,1005-00-726-5655,"PISTOL,CALIBER .45,AUTOMATIC",1,Each,58.71,58.71,D,1,9/20/2006,7,8.387142857
2295,360,NC,MURPHY POLICE DEPT,1005-00-726-5655,"PISTOL,CALIBER .45,AUTOMATIC",1,Each,58.71,58.71,D,1,9/20/2006,7,8.387142857
2296,360,NC,MURPHY POLICE DEPT,1005-00-726-5655,"PISTOL,CALIBER .45,AUTOMATIC",1,Each,58.71,58.71,D,1,9/20/2006,7,8.387142857
2297,360,NC,MURPHY POLICE DEPT,1005-00-726-5655,"PISTOL,CALIBER .45,AUTOMATIC",1,Each,58.71,58.71,D,1,9/20/2006,7,8.387142857
2298,360,NC,MURPHY POLICE DEPT,1005-00-726-5655,"PISTOL,CALIBER .45,AUTOMATIC",1,Each,58.71,58.71,D,1,9/20/2006,7,8.387142857
2926,465,NC,SALISBURY POLICE DEPT,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,499,499,D,1,9/20/2006,76,6.565789474
2927,465,NC,SALISBURY POLICE DEPT,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,499,499,D,1,9/20/2006,76,6.565789474
2928,465,NC,SALISBURY POLICE DEPT,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,499,499,D,1,9/20/2006,76,6.565789474
2929,465,NC,SALISBURY POLICE DEPT,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,499,499,D,1,9/20/2006,76,6.565789474
2930,465,NC,SALISBURY POLICE DEPT,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,499,499,D,1,9/20/2006,76,6.565789474
2931,465,NC,SALISBURY POLICE DEPT,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,499,499,D,1,9/20/2006,76,6.565789474
2932,465,NC,SALISBURY POLICE DEPT,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,499,499,D,1,9/20/2006,76,6.565789474
2933,465,NC,SALISBURY POLICE DEPT,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,499,499,D,1,9/20/2006,76,6.565789474
2934,465,NC,SALISBURY POLICE DEPT,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,499,499,D,1,9/20/2006,76,6.565789474
2935,465,NC,SALISBURY POLICE DEPT,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,499,499,D,1,9/20/2006,76,6.565789474
2936,465,NC,SALISBURY POLICE DEPT,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,499,499,D,1,9/20/2006,76,6.565789474
2937,465,NC,SALISBURY POLICE DEPT,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,499,499,D,1,9/20/2006,76,6.565789474
2938,465,NC,SALISBURY POLICE DEPT,1005-00-589-1271,"RIFLE,7.62 MILLIMETER",1,Each,138,138,D,1,9/20/2006,76,1.815789474
2939,465,NC,SALISBURY POLICE DEPT,1005-00-589-1271,"RIFLE,7.62 MILLIMETER",1,Each,138,138,D,1,9/20/2006,76,1.815789474
2940,465,NC,SALISBURY POLICE DEPT,1005-00-589-1271,"RIFLE,7.62 MILLIMETER",1,Each,138,138,D,1,9/20/2006,76,1.815789474
2941,465,NC,SALISBURY POLICE DEPT,1005-00-589-1271,"RIFLE,7.62 MILLIMETER",1,Each,138,138,D,1,9/20/2006,76,1.815789474
2942,465,NC,SALISBURY POLICE DEPT,1005-00-589-1271,"RIFLE,7.62 MILLIMETER",1,Each,138,138,D,1,9/20/2006,76,1.815789474
2977,491,NC,SPINDALE POLICE DEPT,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,499,499,D,1,9/20/2006,12,41.58333333
2978,491,NC,SPINDALE POLICE DEPT,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,499,499,D,1,9/20/2006,12,41.58333333
2979,491,NC,SPINDALE POLICE DEPT,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,499,499,D,1,9/20/2006,12,41.58333333
2980,491,NC,SPINDALE POLICE DEPT,1005-00-726-5655,"PISTOL,CALIBER .45,AUTOMATIC",1,Each,58.71,58.71,D,1,9/20/2006,12,4.8925
2981,491,NC,SPINDALE POLICE DEPT,1005-00-726-5655,"PISTOL,CALIBER .45,AUTOMATIC",1,Each,58.71,58.71,D,1,9/20/2006,12,4.8925
2982,491,NC,SPINDALE POLICE DEPT,1005-00-726-5655,"PISTOL,CALIBER .45,AUTOMATIC",1,Each,58.71,58.71,D,1,9/20/2006,12,4.8925
2983,491,NC,SPINDALE POLICE DEPT,1005-00-726-5655,"PISTOL,CALIBER .45,AUTOMATIC",1,Each,58.71,58.71,D,1,9/20/2006,12,4.8925
2984,491,NC,SPINDALE POLICE DEPT,1005-00-726-5655,"PISTOL,CALIBER .45,AUTOMATIC",1,Each,58.71,58.71,D,1,9/20/2006,12,4.8925
2985,491,NC,SPINDALE POLICE DEPT,1005-00-726-5655,"PISTOL,CALIBER .45,AUTOMATIC",1,Each,58.71,58.71,D,1,9/20/2006,12,4.8925
2986,491,NC,SPINDALE POLICE DEPT,1005-00-726-5655,"PISTOL,CALIBER .45,AUTOMATIC",1,Each,58.71,58.71,D,1,9/20/2006,12,4.8925
2987,491,NC,SPINDALE POLICE DEPT,1005-00-726-5655,"PISTOL,CALIBER .45,AUTOMATIC",1,Each,58.71,58.71,D,1,9/20/2006,12,4.8925
2988,491,NC,SPINDALE POLICE DEPT,1005-00-726-5655,"PISTOL,CALIBER .45,AUTOMATIC",1,Each,58.71,58.71,D,1,9/20/2006,12,4.8925
2989,491,NC,SPINDALE POLICE DEPT,1005-00-726-5655,"PISTOL,CALIBER .45,AUTOMATIC",1,Each,58.71,58.71,D,1,9/20/2006,12,4.8925
2990,491,NC,SPINDALE POLICE DEPT,1005-00-726-5655,"PISTOL,CALIBER .45,AUTOMATIC",1,Each,58.71,58.71,D,1,9/20/2006,12,4.8925
2991,491,NC,SPINDALE POLICE DEPT,1005-00-726-5655,"PISTOL,CALIBER .45,AUTOMATIC",1,Each,58.71,58.71,D,1,9/20/2006,12,4.8925
2992,491,NC,SPINDALE POLICE DEPT,1005-00-726-5655,"PISTOL,CALIBER .45,AUTOMATIC",1,Each,58.71,58.71,D,1,9/20/2006,12,4.8925
2993,491,NC,SPINDALE POLICE DEPT,1005-00-726-5655,"PISTOL,CALIBER .45,AUTOMATIC",1,Each,58.71,58.71,D,1,9/20/2006,12,4.8925
3490,584,NC,WILMINGTON POLICE DEPT,1520-01-020-4216,"HELICOPTER,OBSERVATION",1,Each,"190,817.00","190,817.00",C,1,10/18/2006,255,748.3019608
663,91,NC,CASWELL COUNTY SHERIFF DEPT,1005-00-179-0300,"RIFLE,7.62 MILLIMETER",1,Each,"1,278.00","1,278.00",D,1,10/24/2006,36,35.5
1665,236,NC,HERTFORD COUNTY SHERIFF DEPT,1005-00-179-0300,"RIFLE,7.62 MILLIMETER",1,Each,"1,278.00","1,278.00",D,1,10/24/2006,23,55.56521739
2706,433,NC,RANDLEMAN POLICE DEPT,1005-00-179-0300,"RIFLE,7.62 MILLIMETER",1,Each,"1,278.00","1,278.00",D,1,10/24/2006,13,98.30769231
2899,457,NC,ROWAN COUNTY SHERIFF DEPT,1005-00-179-0300,"RIFLE,7.62 MILLIMETER",1,Each,"1,278.00","1,278.00",D,1,10/24/2006,127,10.06299213
2900,457,NC,ROWAN COUNTY SHERIFF DEPT,1005-00-179-0300,"RIFLE,7.62 MILLIMETER",1,Each,"1,278.00","1,278.00",D,1,10/24/2006,127,10.06299213
3282,554,NC,WAKE FOREST POLICE DEPT,1005-00-179-0300,"RIFLE,7.62 MILLIMETER",1,Each,"1,278.00","1,278.00",D,1,10/24/2006,59,21.66101695
2744,442,NC,RICH SQUARE POLICE DEPT,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,499,499,D,1,10/26/2006,2,249.5
3517,596,NC,WOODFIN POLICE DEPT,1010-00-691-1382,"LAUNCHER,GRENADE",1,Each,720,720,D,,10/27/2006,14,51.42857143
2363,384,NC,NC STATE HIGHWAY PATROL,1520-00-169-7137,"HELICOPTER,OBSERVATION",1,Each,"92,290.00","92,290.00",C,1,10/31/2006,1604,57.53740648
3362,568,NC,WAYNE COUNTY SHERIFF OFFICE,1520-01-020-4216,"HELICOPTER,OBSERVATION",1,Each,"190,817.00","190,817.00",C,1,11/3/2006,90,2120.188889
63,14,NC,ASHEBORO POLICE DEPT,1005-00-589-1271,"RIFLE,7.62 MILLIMETER",1,Each,138,138,D,1,11/20/2006,75,1.84
64,14,NC,ASHEBORO POLICE DEPT,1005-00-589-1271,"RIFLE,7.62 MILLIMETER",1,Each,138,138,D,1,11/20/2006,75,1.84
65,14,NC,ASHEBORO POLICE DEPT,1005-00-589-1271,"RIFLE,7.62 MILLIMETER",1,Each,138,138,D,1,11/20/2006,75,1.84
66,14,NC,ASHEBORO POLICE DEPT,1005-00-589-1271,"RIFLE,7.62 MILLIMETER",1,Each,138,138,D,1,11/20/2006,75,1.84
67,14,NC,ASHEBORO POLICE DEPT,1005-00-589-1271,"RIFLE,7.62 MILLIMETER",1,Each,138,138,D,1,11/20/2006,75,1.84
68,14,NC,ASHEBORO POLICE DEPT,1005-00-589-1271,"RIFLE,7.62 MILLIMETER",1,Each,138,138,D,1,11/20/2006,75,1.84
69,14,NC,ASHEBORO POLICE DEPT,1005-00-589-1271,"RIFLE,7.62 MILLIMETER",1,Each,138,138,D,1,11/20/2006,75,1.84
70,14,NC,ASHEBORO POLICE DEPT,1005-00-589-1271,"RIFLE,7.62 MILLIMETER",1,Each,138,138,D,1,11/20/2006,75,1.84
73,18,NC,ASHEVILLE REGIONAL AIRPORT POLICE,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,499,499,D,1,11/20/2006,13,38.38461538
74,18,NC,ASHEVILLE REGIONAL AIRPORT POLICE,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,499,499,D,1,11/20/2006,13,38.38461538
75,18,NC,ASHEVILLE REGIONAL AIRPORT POLICE,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,499,499,D,1,11/20/2006,13,38.38461538
76,21,NC,ATLANTIC BEACH POLICE DEPT,1005-00-589-1271,"RIFLE,7.62 MILLIMETER",1,Each,138,138,D,1,11/20/2006,17,8.117647059
77,21,NC,ATLANTIC BEACH POLICE DEPT,1005-00-589-1271,"RIFLE,7.62 MILLIMETER",1,Each,138,138,D,1,11/20/2006,17,8.117647059
78,21,NC,ATLANTIC BEACH POLICE DEPT,1005-00-589-1271,"RIFLE,7.62 MILLIMETER",1,Each,138,138,D,1,11/20/2006,17,8.117647059
79,21,NC,ATLANTIC BEACH POLICE DEPT,1005-00-589-1271,"RIFLE,7.62 MILLIMETER",1,Each,138,138,D,1,11/20/2006,17,8.117647059
80,24,NC,AVERY COUNTY SHERIFF DEPT,1005-00-589-1271,"RIFLE,7.62 MILLIMETER",1,Each,138,138,D,1,11/20/2006,26,5.307692308
81,24,NC,AVERY COUNTY SHERIFF DEPT,1005-00-589-1271,"RIFLE,7.62 MILLIMETER",1,Each,138,138,D,1,11/20/2006,26,5.307692308
82,24,NC,AVERY COUNTY SHERIFF DEPT,1005-00-589-1271,"RIFLE,7.62 MILLIMETER",1,Each,138,138,D,1,11/20/2006,26,5.307692308
91,24,NC,AVERY COUNTY SHERIFF DEPT,1005-00-726-5655,"PISTOL,CALIBER .45,AUTOMATIC",1,Each,58.71,58.71,D,1,11/20/2006,26,2.258076923
92,24,NC,AVERY COUNTY SHERIFF DEPT,1005-00-726-5655,"PISTOL,CALIBER .45,AUTOMATIC",1,Each,58.71,58.71,D,1,11/20/2006,26,2.258076923
93,24,NC,AVERY COUNTY SHERIFF DEPT,1005-00-726-5655,"PISTOL,CALIBER .45,AUTOMATIC",1,Each,58.71,58.71,D,1,11/20/2006,26,2.258076923
175,38,NC,BELMONT POLICE DEPT,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,499,499,D,1,11/20/2006,32,15.59375
176,38,NC,BELMONT POLICE DEPT,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,499,499,D,1,11/20/2006,32,15.59375
177,38,NC,BELMONT POLICE DEPT,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,499,499,D,1,11/20/2006,32,15.59375
178,38,NC,BELMONT POLICE DEPT,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,499,499,D,1,11/20/2006,32,15.59375
179,38,NC,BELMONT POLICE DEPT,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,499,499,D,1,11/20/2006,32,15.59375
180,38,NC,BELMONT POLICE DEPT,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,499,499,D,1,11/20/2006,32,15.59375
395,44,NC,BEULAVILLE POLICE DEPT,1005-00-726-5655,"PISTOL,CALIBER .45,AUTOMATIC",1,Each,58.71,58.71,D,1,11/20/2006,5,11.742
396,44,NC,BEULAVILLE POLICE DEPT,1005-00-726-5655,"PISTOL,CALIBER .45,AUTOMATIC",1,Each,58.71,58.71,D,1,11/20/2006,5,11.742
397,44,NC,BEULAVILLE POLICE DEPT,1005-00-726-5655,"PISTOL,CALIBER .45,AUTOMATIC",1,Each,58.71,58.71,D,1,11/20/2006,5,11.742
398,44,NC,BEULAVILLE POLICE DEPT,1005-00-726-5655,"PISTOL,CALIBER .45,AUTOMATIC",1,Each,58.71,58.71,D,1,11/20/2006,5,11.742
399,44,NC,BEULAVILLE POLICE DEPT,1005-00-726-5655,"PISTOL,CALIBER .45,AUTOMATIC",1,Each,58.71,58.71,D,1,11/20/2006,5,11.742
400,44,NC,BEULAVILLE POLICE DEPT,1005-00-726-5655,"PISTOL,CALIBER .45,AUTOMATIC",1,Each,58.71,58.71,D,1,11/20/2006,5,11.742
401,44,NC,BEULAVILLE POLICE DEPT,1005-00-726-5655,"PISTOL,CALIBER .45,AUTOMATIC",1,Each,58.71,58.71,D,1,11/20/2006,5,11.742
402,44,NC,BEULAVILLE POLICE DEPT,1005-00-726-5655,"PISTOL,CALIBER .45,AUTOMATIC",1,Each,58.71,58.71,D,1,11/20/2006,5,11.742
403,44,NC,BEULAVILLE POLICE DEPT,1005-00-726-5655,"PISTOL,CALIBER .45,AUTOMATIC",1,Each,58.71,58.71,D,1,11/20/2006,5,11.742
404,44,NC,BEULAVILLE POLICE DEPT,1005-00-726-5655,"PISTOL,CALIBER .45,AUTOMATIC",1,Each,58.71,58.71,D,1,11/20/2006,5,11.742
393,44,NC,BEULAVILLE POLICE DEPT,1005-00-589-1271,"RIFLE,7.62 MILLIMETER",1,Each,138,138,D,1,11/20/2006,5,27.6
394,44,NC,BEULAVILLE POLICE DEPT,1005-00-589-1271,"RIFLE,7.62 MILLIMETER",1,Each,138,138,D,1,11/20/2006,5,27.6
419,49,NC,BLADENBORO POLICE DEPT,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,499,499,D,1,11/21/2006,6,83.16666667
420,49,NC,BLADENBORO POLICE DEPT,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,499,499,D,1,11/21/2006,6,83.16666667
421,49,NC,BLADENBORO POLICE DEPT,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,499,499,D,1,11/21/2006,6,83.16666667
435,52,NC,BOILING SPRINGS LAKE POLICE DEPT,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,499,499,D,1,11/21/2006,10,49.9
436,52,NC,BOILING SPRINGS LAKE POLICE DEPT,1005-00-589-1271,"RIFLE,7.62 MILLIMETER",1,Each,138,138,D,1,11/21/2006,10,13.8
437,52,NC,BOILING SPRINGS LAKE POLICE DEPT,1005-00-589-1271,"RIFLE,7.62 MILLIMETER",1,Each,138,138,D,1,11/21/2006,10,13.8
451,63,NC,BRUNSWICK COUNTY SHERIFF OFFICE,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,499,499,D,1,11/21/2006,156,3.198717949
452,63,NC,BRUNSWICK COUNTY SHERIFF OFFICE,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,499,499,D,1,11/21/2006,156,3.198717949
453,63,NC,BRUNSWICK COUNTY SHERIFF OFFICE,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,499,499,D,1,11/21/2006,156,3.198717949
454,63,NC,BRUNSWICK COUNTY SHERIFF OFFICE,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,499,499,D,1,11/21/2006,156,3.198717949
455,63,NC,BRUNSWICK COUNTY SHERIFF OFFICE,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,499,499,D,1,11/21/2006,156,3.198717949
456,63,NC,BRUNSWICK COUNTY SHERIFF OFFICE,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,499,499,D,1,11/21/2006,156,3.198717949
457,63,NC,BRUNSWICK COUNTY SHERIFF OFFICE,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,499,499,D,1,11/21/2006,156,3.198717949
458,63,NC,BRUNSWICK COUNTY SHERIFF OFFICE,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,499,499,D,1,11/21/2006,156,3.198717949
483,64,NC,BRYSON CITY POLICE DEPT,1005-00-726-5655,"PISTOL,CALIBER .45,AUTOMATIC",1,Each,58.71,58.71,D,1,11/21/2006,7,8.387142857
484,64,NC,BRYSON CITY POLICE DEPT,1005-00-726-5655,"PISTOL,CALIBER .45,AUTOMATIC",1,Each,58.71,58.71,D,1,11/21/2006,7,8.387142857
485,64,NC,BRYSON CITY POLICE DEPT,1005-00-726-5655,"PISTOL,CALIBER .45,AUTOMATIC",1,Each,58.71,58.71,D,1,11/21/2006,7,8.387142857
486,64,NC,BRYSON CITY POLICE DEPT,1005-00-726-5655,"PISTOL,CALIBER .45,AUTOMATIC",1,Each,58.71,58.71,D,1,11/21/2006,7,8.387142857
487,64,NC,BRYSON CITY POLICE DEPT,1005-00-726-5655,"PISTOL,CALIBER .45,AUTOMATIC",1,Each,58.71,58.71,D,1,11/21/2006,7,8.387142857
489,65,NC,BUNCOMBE COUNTY SHERIFF DEPT,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,499,499,D,1,11/21/2006,247,2.020242915
490,65,NC,BUNCOMBE COUNTY SHERIFF DEPT,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,499,499,D,1,11/21/2006,247,2.020242915
491,65,NC,BUNCOMBE COUNTY SHERIFF DEPT,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,499,499,D,1,11/21/2006,247,2.020242915
492,65,NC,BUNCOMBE COUNTY SHERIFF DEPT,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,499,499,D,1,11/21/2006,247,2.020242915
493,65,NC,BUNCOMBE COUNTY SHERIFF DEPT,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,499,499,D,1,11/21/2006,247,2.020242915
494,65,NC,BUNCOMBE COUNTY SHERIFF DEPT,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,499,499,D,1,11/21/2006,247,2.020242915
495,65,NC,BUNCOMBE COUNTY SHERIFF DEPT,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,499,499,D,1,11/21/2006,247,2.020242915
496,65,NC,BUNCOMBE COUNTY SHERIFF DEPT,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,499,499,D,1,11/21/2006,247,2.020242915
497,65,NC,BUNCOMBE COUNTY SHERIFF DEPT,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,499,499,D,1,11/21/2006,247,2.020242915
498,65,NC,BUNCOMBE COUNTY SHERIFF DEPT,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,499,499,D,1,11/21/2006,247,2.020242915
499,65,NC,BUNCOMBE COUNTY SHERIFF DEPT,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,499,499,D,1,11/21/2006,247,2.020242915
500,65,NC,BUNCOMBE COUNTY SHERIFF DEPT,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,499,499,D,1,11/21/2006,247,2.020242915
501,65,NC,BUNCOMBE COUNTY SHERIFF DEPT,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,499,499,D,1,11/21/2006,247,2.020242915
502,65,NC,BUNCOMBE COUNTY SHERIFF DEPT,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,499,499,D,1,11/21/2006,247,2.020242915
503,65,NC,BUNCOMBE COUNTY SHERIFF DEPT,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,499,499,D,1,11/21/2006,247,2.020242915
504,65,NC,BUNCOMBE COUNTY SHERIFF DEPT,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,499,499,D,1,11/21/2006,247,2.020242915
505,65,NC,BUNCOMBE COUNTY SHERIFF DEPT,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,499,499,D,1,11/21/2006,247,2.020242915
506,65,NC,BUNCOMBE COUNTY SHERIFF DEPT,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,499,499,D,1,11/21/2006,247,2.020242915
507,65,NC,BUNCOMBE COUNTY SHERIFF DEPT,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,499,499,D,1,11/21/2006,247,2.020242915
508,65,NC,BUNCOMBE COUNTY SHERIFF DEPT,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,499,499,D,1,11/21/2006,247,2.020242915
509,65,NC,BUNCOMBE COUNTY SHERIFF DEPT,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,499,499,D,1,11/21/2006,247,2.020242915
510,65,NC,BUNCOMBE COUNTY SHERIFF DEPT,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,499,499,D,1,11/21/2006,247,2.020242915
